# Randomly generate gene expression data
ENSEMBL_Gene_ID	fold_changes	adjusted_p_values	gene_length	chromosome
ENSG0000024883	3.48337604475034	0.2704	6213	Chr10
ENSG0000024884	-5.205371361862894	0.9148	38868	Chr19
ENSG0000024885	1.998677383096751	0.8573	43536	Chr23
ENSG0000024886	-9.062826767284953	0.6238	25021	Chr21
ENSG0000024887	1.7406323587094636	0.6989	6119	Chr14
ENSG0000024888	-1.943885790892788	0.6568	7181	Chr15
ENSG0000024889	2.690557243031546	0.5323	14802	Chr3
ENSG0000024890	-6.6539306270528185	0.3866	49221	Chr21
ENSG0000024891	-4.441010377678326	0.474	80556	Chr20
ENSG0000024892	3.65930205941291	0.7461	65496	Chr3
ENSG0000024893	-8.169432959762581	0.444	40597	Chr5
ENSG0000024894	-8.255214618240519	0.1782	4625	Chr9
ENSG0000024895	-5.25065112656393	0.6102	43859	Chr18
ENSG0000024896	-2.833906245549913	0.6265	66102	Chr13
ENSG0000024897	14.010304018500353	0.9177	25819	Chr7
ENSG0000024898	-1.7249676392711728	0.4137	2717	Chr4
ENSG0000024899	10.483341824733298	0.1267	13958	Chr8
ENSG0000024900	4.724488008843127	0.7624	35759	Chr8
ENSG0000024901	4.411553454819705	0.1569	97226	Chr4
ENSG0000024902	8.889455050150433	0.9157	70984	Chr4
ENSG0000024903	1.5124092613408107	0.3862	43379	Chr5
ENSG0000024904	-5.177106970482804	0.9791	43264	Chr4
ENSG0000024905	2.2415560635419953	0.7309	81428	Chr19
ENSG0000024906	-0.08192197183909572	0.2974	31939	Chr18
ENSG0000024907	-4.787483634063391	0.2425	49056	Chr13
ENSG0000024908	3.024555984404458	0.2948	52976	Chr12
ENSG0000024909	-1.9441153473136419	0.5936	81642	Chr12
ENSG0000024910	-3.1678908587573558	0.8279	37392	Chr21
ENSG0000024911	1.467513435890893	0.2813	6611	Chr16
ENSG0000024912	1.919738244305704	0.4031	51581	Chr23
ENSG0000024913	-3.8823326171341765	0.6975	7445	Chr9
ENSG0000024914	-1.002669207737937	0.0894	92450	Chr1
ENSG0000024915	0.5286398614348369	0.5448	86156	Chr19
ENSG0000024916	3.937799862144499	0.6476	49358	Chr22
ENSG0000024917	5.36560248337631	0.1521	16386	Chr10
ENSG0000024918	-2.94890442926754	0.0288	1330	Chr4
ENSG0000024919	2.435624058880853	0.9381	4464	Chr18
ENSG0000024920	3.974808263232747	0.097	13859	Chr2
ENSG0000024921	0.07518993200054615	0.8902	4416	Chr2
ENSG0000024922	0.7856446631128202	0.7143	40376	Chr5
ENSG0000024923	5.494996427499261	0.8747	2551	Chr18
ENSG0000024924	2.578266591300398	0.6979	37442	Chr16
ENSG0000024925	-7.803435571670647	0.6409	90381	Chr23
ENSG0000024926	3.2857825565311054	0.1011	73153	Chr4
ENSG0000024927	1.2514166873267971	0.0063	48621	Chr16
ENSG0000024928	-6.739476989536408	0.5527	42843	Chr22
ENSG0000024929	-11.651219262400698	0.135	33430	Chr12
ENSG0000024930	1.7399074424694403	0.2519	18215	Chr9
ENSG0000024931	-5.6201221670266035	0.0963	78641	Chr16
ENSG0000024932	-0.36789721275981224	0.3903	27087	Chr7
ENSG0000024933	-0.10959686603176583	0.8878	33018	Chr12
ENSG0000024934	9.1552885411676	0.6176	5451	Chr10
ENSG0000024935	2.0894763361874475	0.4119	6447	Chr1
ENSG0000024936	3.5513372995308723	0.7919	73252	Chr3
ENSG0000024937	3.0953948429437066	0.7482	98070	Chr13
ENSG0000024938	-7.701837795415729	0.26	41000	Chr2
ENSG0000024939	2.26842077799475	0.3634	28415	Chr13
ENSG0000024940	-0.013335190383165538	0.1824	19296	Chr10
ENSG0000024941	-7.817859122763807	0.3277	37944	Chr20
ENSG0000024942	2.942396912706246	0.211	76638	Chr4
ENSG0000024943	-2.9495582636859186	0.7409	13902	Chr18
ENSG0000024944	2.5304249416320364	0.9435	63717	Chr17
ENSG0000024945	0.7531037977575551	0.681	34840	Chr19
ENSG0000024946	1.6227874910948064	0.637	4908	Chr22
ENSG0000024947	2.504275596458207	0.9772	18063	Chr1
ENSG0000024948	-4.417635265833807	0.466	44668	Chr19
ENSG0000024949	-1.015297817615525	0.651	72120	Chr9
ENSG0000024950	-7.575315525084325	0.7663	15959	Chr11
ENSG0000024951	4.956391961951143	0.4218	117513	Chr22
ENSG0000024952	-2.497812445732386	0.9495	49723	Chr18
ENSG0000024953	0.7107990879190964	0.4055	20846	Chr16
ENSG0000024954	4.794975136285858	0.3743	72541	Chr23
ENSG0000024955	-2.4630826352710082	0.8169	3732	Chr7
ENSG0000024956	4.950144758767154	0.0347	53409	Chr15
ENSG0000024957	2.3184217642379705	0.5441	16796	Chr3
ENSG0000024958	14.124904969379111	0.2673	19085	Chr19
ENSG0000024959	7.608986713698362	0.8403	2990	Chr7
ENSG0000024960	-0.6839465090342499	0.4375	83398	Chr15
ENSG0000024961	-2.7631157079255826	0.8328	16615	Chr12
ENSG0000024962	-3.880617574395079	0.9909	72478	Chr11
ENSG0000024963	-5.306045368890012	0.4636	11058	Chr8
ENSG0000024964	-3.075433443690716	0.6998	106082	Chr4
ENSG0000024965	-3.9255853685698376	0.3762	27880	Chr13
ENSG0000024966	-4.638564325458284	0.5148	54016	Chr19
ENSG0000024967	5.179196540168672	0.7324	19057	Chr22
ENSG0000024968	-4.757844983929658	0.7348	29382	Chr12
ENSG0000024969	7.674703798842456	0.3424	47206	Chr9
ENSG0000024970	-4.776641626587656	0.5942	12069	Chr1
ENSG0000024971	6.353275955918911	0.813	34053	Chr10
ENSG0000024972	-5.060450953374037	0.456	27641	Chr2
ENSG0000024973	2.6264698879399155	0.953	32037	Chr4
ENSG0000024974	1.4694971390861573	0.2457	8130	Chr20
ENSG0000024975	8.077478918410174	0.1295	63718	Chr19
ENSG0000024976	-1.5370452874172744	0.1688	93720	Chr11
ENSG0000024977	2.294398960719158	0.9368	5325	Chr20
ENSG0000024978	0.5355268052982507	0.3931	52989	Chr21
ENSG0000024979	2.200073137966016	0.2143	11075	Chr7
ENSG0000024980	3.5379095194026986	0.9755	26733	Chr5
ENSG0000024981	2.0799401313125285	0.6304	4860	Chr20
ENSG0000024982	-0.037407033847199476	0.2774	55853	Chr9
ENSG0000024983	-8.213216894943214	0.3472	87280	Chr16
ENSG0000024984	-4.932523842767188	0.1863	44923	Chr22
ENSG0000024985	6.314967713271723	0.971	6199	Chr13
ENSG0000024986	0.5917403606358228	0.4342	10167	Chr14
ENSG0000024987	-0.7073072130748779	0.3366	29101	Chr21
ENSG0000024988	0.70314797549815	0.857	11148	Chr17
ENSG0000024989	5.407496071538148	0.955	77114	Chr22
ENSG0000024990	3.7678372804670457	0.8004	68179	Chr22
ENSG0000024991	-0.9119729394891958	0.572	17205	Chr9
ENSG0000024992	-3.1441916817606197	0.2051	43997	Chr4
ENSG0000024993	-0.533921971668807	0.4689	140162	Chr17
ENSG0000024994	0.23937977093527854	0.706	36975	Chr18
ENSG0000024995	-11.201947432096436	0.769	135219	Chr14
ENSG0000024996	5.741046473934154	0.3843	52198	Chr9
ENSG0000024997	-0.456519579621169	0.3789	22870	Chr19
ENSG0000024998	-0.34411524472085925	0.885	136990	Chr3
ENSG0000024999	-10.868010580991408	0.0737	267	Chr19
ENSG0000025000	-4.257757196142539	0.9361	35499	Chr9
ENSG0000025001	-9.780631881401568	0.0409	55516	Chr22
ENSG0000025002	-1.5477177488756348	0.5251	10784	Chr10
ENSG0000025003	2.44955573749049	0.475	56271	Chr4
ENSG0000025004	-5.767008584988618	0.5622	7221	Chr18
ENSG0000025005	-2.1032486202203304	0.6498	74661	Chr15
ENSG0000025006	-6.883705764087779	0.8489	32587	Chr13
ENSG0000025007	9.501259542145549	0.9956	14731	Chr4
ENSG0000025008	-3.3211114310722674	0.9449	44796	Chr17
ENSG0000025009	-3.6024973001509215	0.7776	47350	Chr15
ENSG0000025010	-5.251785103543208	0.1353	14266	Chr6
ENSG0000025011	0.08128372085082095	0.2131	22453	Chr6
ENSG0000025012	-5.595270616241713	0.1593	18786	Chr20
ENSG0000025013	-6.77270105751674	0.466	32659	Chr20
ENSG0000025014	-1.7940108693372812	0.2795	34142	Chr7
ENSG0000025015	-4.947883554092657	0.188	23510	Chr10
ENSG0000025016	-6.412318463772055	0.9821	5110	Chr20
ENSG0000025017	4.838956212190725	0.4849	16759	Chr10
ENSG0000025018	-4.775579068828887	0.2333	525	Chr6
ENSG0000025019	0.8338216965412997	0.9491	20248	Chr9
ENSG0000025020	-0.6789906963557737	0.0806	26552	Chr13
ENSG0000025021	5.543116251437199	0.2997	54450	Chr7
ENSG0000025022	1.9662158043772568	0.2824	42490	Chr11
ENSG0000025023	1.3303034899314938	0.2869	31843	Chr7
ENSG0000025024	-0.6801953656098818	0.0049	6034	Chr18
ENSG0000025025	5.6276693150764565	0.5561	103795	Chr21
ENSG0000025026	-2.5010642107490604	0.9912	112689	Chr18
ENSG0000025027	4.313633548950397	0.5737	15619	Chr15
ENSG0000025028	-9.627351768765466	0.3003	12989	Chr8
ENSG0000025029	5.686086320613687	0.3515	39357	Chr9
ENSG0000025030	-4.615856502335677	0.1162	13089	Chr20
ENSG0000025031	6.147604921201582	0.6233	57504	Chr17
ENSG0000025032	0.38605915200140556	0.0546	11951	Chr9
ENSG0000025033	1.5696789533268076	0.9219	86509	Chr23
ENSG0000025034	-1.5234261445158634	0.8361	67820	Chr2
ENSG0000025035	-5.749709763396618	0.1576	53824	Chr22
ENSG0000025036	-7.2245623454430055	0.1743	20456	Chr17
ENSG0000025037	-8.043824379889589	0.7073	24956	Chr4
ENSG0000025038	-0.6589759755916369	0.4888	49365	Chr7
ENSG0000025039	-2.368562194363049	0.272	40581	Chr18
ENSG0000025040	9.125766652847444	0.6935	37803	Chr23
ENSG0000025041	4.972271615183418	0.6346	133432	Chr7
ENSG0000025042	8.401872009685638	0.4829	71	Chr20
ENSG0000025043	-5.428245456004735	0.3989	73970	Chr4
ENSG0000025044	-2.386588688136309	0.6051	11754	Chr10
ENSG0000025045	-6.53096325281447	0.6567	65891	Chr7
ENSG0000025046	-1.0337336823844034	0.1184	9240	Chr23
ENSG0000025047	-1.4733391309784583	0.666	55879	Chr22
ENSG0000025048	3.4927236064419165	0.9058	19358	Chr8
ENSG0000025049	-6.708244419365059	0.3419	60594	Chr18
ENSG0000025050	2.4246813704860366	0.9078	96913	Chr6
ENSG0000025051	-1.3950079562649114	0.0756	6905	Chr18
ENSG0000025052	-0.09099635058984411	0.2641	9677	Chr7
ENSG0000025053	-8.031387203027863	0.1251	77829	Chr5
ENSG0000025054	-3.4516956462714226	0.5416	77284	Chr5
ENSG0000025055	-12.447583901674724	0.4493	47687	Chr14
ENSG0000025056	2.7926749821226933	0.7659	11065	Chr17
ENSG0000025057	-1.0529472962358812	0.9167	80206	Chr20
ENSG0000025058	-1.7446516618332142	0.8007	8966	Chr18
ENSG0000025059	-1.0453324880247086	0.5951	44963	Chr20
ENSG0000025060	-4.316045017615791	0.2933	3446	Chr7
ENSG0000025061	-2.6871552135669563	0.2068	24083	Chr4
ENSG0000025062	-5.95051041723374	0.4155	63414	Chr20
ENSG0000025063	-2.5040041454836057	0.5991	33894	Chr6
ENSG0000025064	-14.015757084001152	0.9166	46071	Chr9
ENSG0000025065	5.903359848083465	0.4265	36815	Chr9
ENSG0000025066	-4.483712695713678	0.6683	18962	Chr6
ENSG0000025067	3.661495261863888	0.1829	2906	Chr15
ENSG0000025068	-1.3908448919713226	0.4397	8366	Chr23
ENSG0000025069	-6.564877018014604	0.6001	75904	Chr20
ENSG0000025070	7.810968873334602	0.8736	52300	Chr3
ENSG0000025071	-3.848891173262101	0.053	4944	Chr13
ENSG0000025072	-6.058900629093263	0.9173	19126	Chr3
ENSG0000025073	5.845050976157994	0.5781	8484	Chr8
ENSG0000025074	-4.0079675941172805	0.449	42003	Chr20
ENSG0000025075	-3.3472581509042887	0.1765	19073	Chr14
ENSG0000025076	4.411970999752546	0.9798	21226	Chr19
ENSG0000025077	0.8929118434944888	0.4917	23178	Chr23
ENSG0000025078	12.472149845432089	0.9742	73948	Chr6
ENSG0000025079	-2.377540030336985	0.6322	63552	Chr22
ENSG0000025080	-6.768655070583684	0.4652	5045	Chr11
ENSG0000025081	2.3313390909975125	0.1631	57473	Chr14
ENSG0000025082	8.260380674777696	0.5357	76796	Chr2
ENSG0000025083	13.169138561922756	0.951	50190	Chr13
ENSG0000025084	-7.307687353190564	0.8401	51974	Chr3
ENSG0000025085	2.0158497159539794	0.8345	60050	Chr3
ENSG0000025086	1.3863381337762877	0.3163	82224	Chr15
ENSG0000025087	-3.8913840767479266	0.4559	27161	Chr19
ENSG0000025088	5.6061926332658265	0.6579	24529	Chr7
ENSG0000025089	1.5923463136495921	0.5577	37550	Chr20
ENSG0000025090	1.326023928475235	0.7727	50289	Chr8
ENSG0000025091	2.415992258043033	0.1664	5979	Chr5
ENSG0000025092	-1.0656422898847482	0.6254	115990	Chr22
ENSG0000025093	0.9640609758760093	0.8074	49700	Chr1
ENSG0000025094	-3.058000856325032	0.4166	12207	Chr11
ENSG0000025095	-2.8970185906744357	0.766	77648	Chr13
ENSG0000025096	-2.509290055927707	0.3871	27415	Chr12
ENSG0000025097	-0.2883656502067273	0.5018	46833	Chr3
ENSG0000025098	-7.602600358270257	0.0588	47424	Chr14
ENSG0000025099	0.247719052593986	0.4724	49064	Chr12
ENSG0000025100	4.108846742595196	0.9158	4720	Chr7
ENSG0000025101	-4.3348174469214005	0.2537	56125	Chr15
ENSG0000025102	-0.7110008536244999	0.3049	62349	Chr15
ENSG0000025103	0.042859603036421313	0.6478	809	Chr20
ENSG0000025104	5.527068197212987	0.2979	14357	Chr17
ENSG0000025105	3.0830407307548544	0.9372	44536	Chr11
ENSG0000025106	-4.047854826549365	0.401	121545	Chr11
ENSG0000025107	2.4303382065237646	0.0737	45987	Chr9
ENSG0000025108	2.544461946013334	0.0316	36875	Chr9
ENSG0000025109	8.55380032523009	0.3089	13000	Chr5
ENSG0000025110	3.1481807969359323	0.8545	33077	Chr16
ENSG0000025111	2.1242646845885425	0.0706	13044	Chr3
ENSG0000025112	7.723037838353678	0.233	38324	Chr23
ENSG0000025113	-3.448935259795754	0.7686	20329	Chr6
ENSG0000025114	-2.447196137568748	0.4513	55902	Chr7
ENSG0000025115	-0.005420198043689891	0.1725	71791	Chr17
ENSG0000025116	0.38872391708398224	0.7781	40908	Chr11
ENSG0000025117	-1.0794592380881491	0.8974	71300	Chr2
ENSG0000025118	5.0406589856243045	0.5689	32583	Chr20
ENSG0000025119	-4.804670515288867	0.7641	103852	Chr4
ENSG0000025120	-3.536357717832117	0.5181	44344	Chr10
ENSG0000025121	-2.2909421727798818	0.0356	20547	Chr18
ENSG0000025122	-1.0858077285575383	0.5421	32135	Chr23
ENSG0000025123	2.085384909644545	0.0703	71286	Chr4
ENSG0000025124	-0.6600892591201767	0.8578	42692	Chr11
ENSG0000025125	-8.677081936868415	0.3819	8839	Chr16
ENSG0000025126	5.135144899143873	0.7508	11549	Chr13
ENSG0000025127	0.01330735874168264	0.1018	24619	Chr17
ENSG0000025128	-10.765901537700548	0.211	16762	Chr6
ENSG0000025129	-1.9867965877110851	0.5305	22604	Chr3
ENSG0000025130	5.580588450264211	0.8955	46135	Chr23
ENSG0000025131	2.0731742405672855	0.6437	24711	Chr3
ENSG0000025132	0.6797203297569698	0.1956	50459	Chr21
ENSG0000025133	-9.047200956060859	0.0152	36330	Chr10
ENSG0000025134	12.599837369558397	0.6734	72501	Chr6
ENSG0000025135	0.03143452069396489	0.8403	84920	Chr22
ENSG0000025136	4.887609107533477	0.3473	56097	Chr18
ENSG0000025137	-7.059016115177075	0.9171	1923	Chr4
ENSG0000025138	6.581144991355546	0.8263	31343	Chr12
ENSG0000025139	2.0704967424436105	0.9259	22045	Chr2
ENSG0000025140	-4.9810254401668566	0.1574	50499	Chr6
ENSG0000025141	-0.9551025806107	0.1552	11894	Chr19
ENSG0000025142	-4.9754773075803795	0.0944	28460	Chr17
ENSG0000025143	-0.3798446732543848	0.2426	84972	Chr19
ENSG0000025144	1.645045542173963	0.8163	49426	Chr3
ENSG0000025145	2.191849489634246	0.3867	40685	Chr16
ENSG0000025146	-5.57680051927766	0.4054	38715	Chr10
ENSG0000025147	6.685474952149581	0.0258	51976	Chr5
ENSG0000025148	-0.12878535215086526	0.7759	30836	Chr15
ENSG0000025149	2.871131882126989	0.6277	53951	Chr18
ENSG0000025150	-4.281304231514462	0.2942	89766	Chr3
ENSG0000025151	-6.167428497568277	0.7878	8119	Chr5
ENSG0000025152	2.019193004925744	0.2996	5164	Chr22
ENSG0000025153	-7.316050724140393	0.3754	23449	Chr10
ENSG0000025154	13.732905648290165	0.1467	46603	Chr23
ENSG0000025155	0.8207595262574299	0.0591	11451	Chr21
ENSG0000025156	0.2866977719178085	0.7626	25469	Chr11
ENSG0000025157	-6.773782243070039	0.8141	88628	Chr3
ENSG0000025158	2.7865217405660574	0.9205	69463	Chr9
ENSG0000025159	-1.0308485055021472	0.3129	9943	Chr11
ENSG0000025160	-1.8392908983337621	0.5873	88031	Chr10
ENSG0000025161	0.4165153143750372	0.9006	67949	Chr8
ENSG0000025162	-5.527946239609019	0.1516	28895	Chr7
ENSG0000025163	11.330930178322031	0.1083	36933	Chr11
ENSG0000025164	-5.687898115993457	0.1299	36612	Chr19
ENSG0000025165	3.922905871760902	0.4505	36032	Chr17
ENSG0000025166	5.193547916350878	0.0583	16178	Chr2
ENSG0000025167	-9.564881633993258	0.5088	8313	Chr4
ENSG0000025168	-5.498231735769052	0.4368	32460	Chr11
ENSG0000025169	-1.825363641073382	0.1459	66097	Chr8
ENSG0000025170	-2.0769536611105517	0.5681	23418	Chr18
ENSG0000025171	4.00889711926336	0.7024	44956	Chr23
ENSG0000025172	-2.6995466472996323	0.3146	1053	Chr8
ENSG0000025173	3.9277377894788557	0.1658	18144	Chr4
ENSG0000025174	-0.18220945187494736	0.5369	8725	Chr19
ENSG0000025175	-5.207030935047751	0.4467	30675	Chr2
ENSG0000025176	-9.713080760399144	0.4771	26393	Chr3
ENSG0000025177	3.4795881404379054	0.4506	40489	Chr9
ENSG0000025178	-1.6691933536850305	0.8781	85059	Chr11
ENSG0000025179	-6.991948632640318	0.8183	35020	Chr23
ENSG0000025180	1.818404620793004	0.0868	12566	Chr6
ENSG0000025181	-1.4899828951213177	0.399	10345	Chr14
ENSG0000025182	2.760408180540037	0.768	7285	Chr11
ENSG0000025183	-0.7351097883488493	0.9899	99255	Chr17
ENSG0000025184	-3.3478913821424268	0.5749	9652	Chr15
ENSG0000025185	-0.9914391996201142	0.512	50572	Chr3
ENSG0000025186	-3.0204612309399534	0.9221	142840	Chr12
ENSG0000025187	9.043085002870955	0.6624	159758	Chr23
ENSG0000025188	-1.189404914828534	0.7079	16137	Chr6
ENSG0000025189	0.615700344001839	0.1276	15226	Chr11
ENSG0000025190	-0.056164920289551265	0.3351	109908	Chr4
ENSG0000025191	8.599887207212745	0.5381	89430	Chr20
ENSG0000025192	3.3620793898088723	0.4817	28251	Chr3
ENSG0000025193	1.3610417452285806	0.0379	34384	Chr16
ENSG0000025194	-0.4204899158630787	0.8635	20398	Chr7
ENSG0000025195	6.2566318188860635	0.5569	145405	Chr17
ENSG0000025196	0.5336093258031325	0.1775	4257	Chr15
ENSG0000025197	10.25449080155889	0.4017	24116	Chr3
ENSG0000025198	1.8381665450800322	0.1711	21289	Chr1
ENSG0000025199	0.863273857390247	0.972	42241	Chr23
ENSG0000025200	4.051544338131624	0.6471	78333	Chr15
ENSG0000025201	11.299606840955136	0.71	39761	Chr3
ENSG0000025202	-2.7175285810806313	0.198	16249	Chr11
ENSG0000025203	-2.9136692751579636	0.6086	4114	Chr9
ENSG0000025204	-10.142387367353873	0.8731	7968	Chr4
ENSG0000025205	-6.760324792869623	0.2507	9593	Chr16
ENSG0000025206	-6.8565375886642945	0.3811	69578	Chr21
ENSG0000025207	0.9579311057960854	0.1945	120350	Chr8
ENSG0000025208	0.8711328887931769	0.0747	57067	Chr11
ENSG0000025209	2.469131790582345	0.9246	8903	Chr12
ENSG0000025210	-1.4213129276844247	0.2841	13309	Chr22
ENSG0000025211	-0.3719817759176542	0.6486	6446	Chr3
ENSG0000025212	5.015588815841151	0.6973	93567	Chr13
ENSG0000025213	8.994965568523098	0.2954	10257	Chr17
ENSG0000025214	1.5288817315625574	0.6769	79493	Chr21
ENSG0000025215	3.028272188151313	0.5187	69795	Chr4
ENSG0000025216	-0.8127832276196103	0.8161	28934	Chr6
ENSG0000025217	-12.71478273381468	0.8716	53612	Chr7
ENSG0000025218	4.6299409688922255	0.654	28383	Chr11
ENSG0000025219	-4.218884779605533	0.1906	48845	Chr21
ENSG0000025220	2.01608879152449	0.5406	60535	Chr11
ENSG0000025221	1.1801574347178145	0.0835	68756	Chr16
ENSG0000025222	2.832357919382665	0.8949	116298	Chr6
ENSG0000025223	-5.5631935565139905	0.3353	369	Chr5
ENSG0000025224	6.341899688027702	0.5478	20359	Chr1
ENSG0000025225	-7.357542754936893	0.8708	43297	Chr13
ENSG0000025226	4.909681876558772	0.8533	40643	Chr5
ENSG0000025227	-1.3032555340594478	0.4959	13476	Chr8
ENSG0000025228	-2.3145072091795336	0.5565	31900	Chr9
ENSG0000025229	4.925772681077186	0.4206	8787	Chr6
ENSG0000025230	7.14455298376687	0.4426	19804	Chr14
ENSG0000025231	-0.5806524318720747	0.4287	33536	Chr17
ENSG0000025232	2.4174842656887967	0.0874	39081	Chr1
ENSG0000025233	-5.6740350146022225	0.2076	91368	Chr3
ENSG0000025234	3.8782475367062386	0.3757	22872	Chr23
ENSG0000025235	0.14608042478447966	0.7014	48855	Chr12
ENSG0000025236	-3.5115090557193835	0.5282	55887	Chr15
ENSG0000025237	5.262470665519339	0.9098	74420	Chr3
ENSG0000025238	6.748971723082925	0.9152	43936	Chr19
ENSG0000025239	2.234884332596434	0.6442	1911	Chr2
ENSG0000025240	-5.226209859802476	0.7463	5900	Chr17
ENSG0000025241	-8.141312590493095	0.2663	32199	Chr8
ENSG0000025242	-7.085080300702549	0.7005	13865	Chr7
ENSG0000025243	-4.897402222493844	0.5983	25247	Chr9
ENSG0000025244	2.8008714427638837	0.6049	65990	Chr20
ENSG0000025245	0.7909058263759429	0.1571	34181	Chr16
ENSG0000025246	3.9233675194548363	0.9094	18364	Chr9
ENSG0000025247	-9.609675269383656	0.5422	85030	Chr3
ENSG0000025248	-0.23410028769074384	0.6619	22571	Chr19
ENSG0000025249	11.593853875804815	0.0243	54971	Chr17
ENSG0000025250	3.1860018804519186	0.1691	15268	Chr14
ENSG0000025251	6.940122532367092	0.989	20844	Chr23
ENSG0000025252	4.639442079929587	0.8784	4795	Chr17
ENSG0000025253	4.191390531855696	0.7402	63104	Chr1
ENSG0000025254	11.275354150693977	0.3918	15417	Chr6
ENSG0000025255	-3.31250786646595	0.7731	13182	Chr22
ENSG0000025256	6.484791574825835	0.4788	29984	Chr4
ENSG0000025257	-3.2792996974739093	0.9611	45180	Chr18
ENSG0000025258	5.821011806979421	0.9557	38036	Chr4
ENSG0000025259	-4.773381293419306	0.1895	39114	Chr1
ENSG0000025260	-3.434229117693462	0.1479	18841	Chr15
ENSG0000025261	7.136952999257269	0.7542	47507	Chr22
ENSG0000025262	0.9644745347831835	0.0862	77093	Chr2
ENSG0000025263	-8.526255569488898	0.4197	60190	Chr16
ENSG0000025264	2.1818378218113805	0.7586	71718	Chr18
ENSG0000025265	-8.086630230825396	0.1285	20023	Chr5
ENSG0000025266	-4.864472710227485	0.7034	91446	Chr3
ENSG0000025267	6.840891806929906	0.0217	82088	Chr9
ENSG0000025268	5.55042070544424	0.8532	20127	Chr7
ENSG0000025269	1.70900867387092	0.1804	13887	Chr15
ENSG0000025270	2.2925155773364865	0.4638	31860	Chr14
ENSG0000025271	2.7652135539492835	0.1327	71495	Chr11
ENSG0000025272	10.169166987749929	0.411	67473	Chr16
ENSG0000025273	-1.0322589892185339	0.9698	34276	Chr23
ENSG0000025274	-2.4219947884626385	0.4686	49579	Chr7
ENSG0000025275	-0.40037854313533633	0.4817	61909	Chr16
ENSG0000025276	-4.426686838745708	0.9551	101845	Chr1
ENSG0000025277	-9.437831491830927	0.9407	18549	Chr17
ENSG0000025278	-5.59452209486007	0.3502	76483	Chr14
ENSG0000025279	2.2032703081715126	0.2803	97774	Chr16
ENSG0000025280	8.318609630696578	0.6544	89172	Chr15
ENSG0000025281	1.2981220643806095	0.4524	37923	Chr19
ENSG0000025282	-3.8038073073746888	0.8674	37039	Chr17
ENSG0000025283	-1.796820082925449	0.3303	63661	Chr1
ENSG0000025284	4.547212886477974	0.5516	62856	Chr20
ENSG0000025285	4.298104661435424	0.3155	64583	Chr23
ENSG0000025286	-3.9028879864832042	0.3418	3449	Chr1
ENSG0000025287	-4.597137102071912	0.6079	23386	Chr21
ENSG0000025288	0.534236618080517	0.2986	33468	Chr19
ENSG0000025289	-1.0676143660182391	0.292	28065	Chr4
ENSG0000025290	8.166196838075937	0.2316	46293	Chr13
